0.000	9.210	9994.883	0	137.5
0.000	9.210	9994.846	0	137.0
125.433	8.786	6542.470	20000	153.4
254.267	7.416	1661.616	40000	158.9
0.000	9.210	9994.846	0	138.0
123.793	8.786	6541.957	20000	159.1
0.000	9.210	9994.846	0	179.9
95.625	8.916	7448.887	20259	203.9
193.976	8.296	4008.487	40643	162.4
0.000	9.210	9994.846	0	177.5
